sale_id,sale_date,customer_id,product_id,quantity,unit_price,discount_pct,net_amount
504833,2024-01-07,10284,2026,5,293.54,0.1,1320.93
500814,2024-01-08,10173,2033,1,501.81,0.05,476.72
501465,2024-01-08,10297,2043,3,1014.67,0.05,2891.81
502917,2024-01-08,10125,2052,3,4381.84,0.0,13145.52
500300,2024-01-09,10081,2038,2,392.48,0.1,706.46
502561,2024-01-09,10489,2014,3,1960.94,0.1,5294.54
502712,2024-01-09,10293,2012,5,1148.51,0.05,5455.42
500279,2024-01-10,10076,2049,4,886.43,0.0,3545.72
501120,2024-01-10,10390,2040,2,2622.65,0.0,5245.3
501663,2024-01-10,10272,2047,5,2201.3,0.0,11006.5
503480,2024-01-10,10355,2022,3,764.51,0.2,1834.82
500208,2024-01-11,10317,2014,1,1960.94,0.05,1862.89
500351,2024-01-11,10034,2016,5,2344.51,0.0,11722.55
501334,2024-01-11,10164,2046,2,425.19,0.0,850.38
502402,2024-01-11,10424,2009,2,1022.26,0.1,1840.07
502457,2024-01-11,10437,2015,5,535.35,0.15,2275.24
504525,2024-01-11,10024,2048,1,842.22,0.0,842.22
504847,2024-01-11,10494,2017,2,1145.42,0.1,2061.76
500411,2024-01-12,10331,2014,1,1960.94,0.1,1764.85
500491,2024-01-12,10098,2019,5,3291.33,0.0,16456.65
501373,2024-01-12,10201,2024,2,329.59,0.1,593.26
501862,2024-01-12,10260,2052,5,4381.84,0.05,20813.74
502268,2024-01-12,10091,2057,4,1532.24,0.15,5209.62
504534,2024-01-12,10340,2004,3,3195.85,0.0,9587.55
502534,2024-01-13,10025,2036,4,861.27,0.0,3445.08
504212,2024-01-13,10320,2045,1,3130.69,0.15,2661.09
500464,2024-01-14,10488,2029,4,1516.17,0.1,5458.21
501080,2024-01-14,10415,2042,3,629.87,0.0,1889.61
501094,2024-01-14,10175,2037,1,633.21,0.05,601.55
501979,2024-01-14,10371,2042,3,629.87,0.05,1795.13
503407,2024-01-14,10155,2058,4,3587.6,0.1,12915.36
504007,2024-01-14,10414,2045,2,3130.69,0.1,5635.24
504935,2024-01-14,10119,2044,1,1264.17,0.15,1074.54
500529,2024-01-15,10075,2050,5,2382.06,0.0,11910.3
500699,2024-01-15,10195,2039,2,592.66,0.0,1185.32
501148,2024-01-15,10406,2032,5,937.76,0.05,4454.36
501970,2024-01-15,10440,2035,5,506.04,0.0,2530.2
502619,2024-01-15,10462,2016,1,2344.51,0.1,2110.06
503125,2024-01-15,10267,2007,3,1690.84,0.1,4565.27
503312,2024-01-15,10322,2047,2,2201.3,0.0,4402.6
503488,2024-01-15,10338,2001,3,2873.46,0.2,6896.3
503996,2024-01-15,10183,2035,3,506.04,0.0,1518.12
504205,2024-01-15,10018,2011,3,899.65,0.15,2294.11
502623,2024-01-16,10094,2021,3,1215.08,0.2,2916.19
500051,2024-01-17,10266,2005,5,1163.47,0.0,5817.35
502048,2024-01-17,10093,2023,5,1843.08,0.05,8754.63
504027,2024-01-17,10244,2033,4,501.81,0.0,2007.24
504036,2024-01-17,10048,2055,2,4486.03,0.0,8972.06
500098,2024-01-18,10468,2043,3,1014.67,0.1,2739.61
504084,2024-01-18,10406,2004,4,3195.85,0.1,11505.06
501767,2024-01-19,10023,2053,1,5717.05,0.15,4859.49
503172,2024-01-19,10473,2003,1,3232.31,0.0,3232.31
503309,2024-01-19,10380,2025,2,1010.25,0.2,1616.4
504202,2024-01-19,10333,2060,3,927.82,0.1,2505.11
500173,2024-01-20,10463,2051,1,957.15,0.0,957.15
501584,2024-01-20,10485,2017,2,1145.42,0.0,2290.84
502782,2024-01-20,10008,2018,4,1912.96,0.05,7269.25
502413,2024-01-21,10089,2050,3,2382.06,0.1,6431.56
503369,2024-01-21,10208,2029,1,1516.17,0.05,1440.36
503647,2024-01-21,10141,2028,3,463.82,0.05,1321.89
500252,2024-01-22,10464,2010,1,383.48,0.0,383.48
500625,2024-01-22,10360,2044,2,1264.17,0.0,2528.34
501740,2024-01-22,10169,2018,2,1912.96,0.1,3443.33
502489,2024-01-22,10077,2040,1,2622.65,0.1,2360.39
504256,2024-01-22,10013,2050,4,2382.06,0.0,9528.24
500536,2024-01-23,10269,2006,3,599.64,0.1,1619.03
500876,2024-01-23,10286,2052,5,4381.84,0.0,21909.2
503499,2024-01-23,10172,2009,2,1022.26,0.0,2044.52
504595,2024-01-23,10215,2022,3,764.51,0.05,2178.85
504870,2024-01-23,10302,2025,1,1010.25,0.0,1010.25
500586,2024-01-24,10054,2032,5,937.76,0.1,4219.92
502848,2024-01-24,10377,2037,3,633.21,0.1,1709.67
504337,2024-01-24,10442,2043,1,1014.67,0.1,913.2
504719,2024-01-24,10116,2050,1,2382.06,0.05,2262.96
502487,2024-01-25,10419,2035,4,506.04,0.0,2024.16
502602,2024-01-25,10253,2055,3,4486.03,0.05,12785.19
504278,2024-01-25,10043,2022,2,764.51,0.0,1529.02
504819,2024-01-25,10195,2003,5,3232.31,0.0,16161.55
500119,2024-01-26,10039,2048,3,842.22,0.0,2526.66
500247,2024-01-26,10267,2031,4,635.47,0.1,2287.69
502052,2024-01-26,10294,2018,3,1912.96,0.0,5738.88
500923,2024-01-27,10485,2001,4,2873.46,0.1,10344.46
502512,2024-01-27,10479,2010,3,383.48,0.0,1150.44
503178,2024-01-27,10421,2056,5,961.43,0.05,4566.79
503848,2024-01-27,10381,2055,4,4486.03,0.0,17944.12
504310,2024-01-27,10184,2033,2,501.81,0.0,1003.62
504902,2024-01-27,10054,2018,3,1912.96,0.0,5738.88
500006,2024-01-28,10043,2026,5,293.54,0.0,1467.7
500083,2024-01-28,10005,2034,5,1653.02,0.0,8265.1
502313,2024-01-28,10106,2054,1,2674.42,0.05,2540.7
504006,2024-01-28,10246,2011,3,899.65,0.05,2564.0
504780,2024-01-28,10154,2009,4,1022.26,0.05,3884.59
501543,2024-01-29,10255,2035,4,506.04,0.1,1821.74
503811,2024-01-29,10270,2027,3,1508.58,0.0,4525.74
503917,2024-01-29,10036,2030,3,276.46,0.2,663.5
504886,2024-01-29,10226,2042,1,629.87,0.1,566.88
501773,2024-01-30,10366,2059,5,457.8,0.1,2060.1
502470,2024-01-30,10244,2020,4,353.95,0.1,1274.22
504221,2024-01-30,10232,2046,5,425.19,0.0,2125.95
504447,2024-01-30,10249,2047,3,2201.3,0.1,5943.51
500830,2024-01-31,10418,2014,5,1960.94,0.0,9804.7
501754,2024-01-31,10490,2047,5,2201.3,0.05,10456.17
502678,2024-01-31,10275,2037,2,633.21,0.15,1076.46
503868,2024-01-31,10329,2040,4,2622.65,0.0,10490.6
504727,2024-01-31,10224,2050,5,2382.06,0.0,11910.3
501588,2024-02-01,10185,2003,5,3232.31,0.0,16161.55
502158,2024-02-01,10030,2004,4,3195.85,0.1,11505.06
504402,2024-02-01,10144,2019,3,3291.33,0.05,9380.29
504771,2024-02-01,10161,2058,3,3587.6,0.0,10762.8
504828,2024-02-01,10044,2037,3,633.21,0.1,1709.67
501745,2024-02-02,10039,2015,3,535.35,0.05,1525.75
502215,2024-02-02,10356,2043,5,1014.67,0.1,4566.01
502870,2024-02-02,10136,2008,3,386.95,0.1,1044.76
503605,2024-02-02,10372,2024,3,329.59,0.1,889.89
503950,2024-02-02,10094,2018,4,1912.96,0.1,6886.66
504602,2024-02-02,10222,2031,1,635.47,0.0,635.47
504825,2024-02-02,10115,2004,2,3195.85,0.0,6391.7
504997,2024-02-02,10149,2059,5,457.8,0.05,2174.55
500287,2024-02-03,10284,2034,2,1653.02,0.05,3140.74
500787,2024-02-03,10322,2060,2,927.82,0.0,1855.64
501262,2024-02-03,10112,2032,1,937.76,0.0,937.76
501308,2024-02-03,10091,2029,5,1516.17,0.15,6443.72
502078,2024-02-03,10474,2031,2,635.47,0.05,1207.39
503716,2024-02-03,10003,2037,3,633.21,0.0,1899.63
503832,2024-02-03,10024,2039,5,592.66,0.0,2963.3
504873,2024-02-03,10221,2029,4,1516.17,0.0,6064.68
500254,2024-02-04,10299,2040,4,2622.65,0.2,8392.48
502942,2024-02-04,10497,2040,5,2622.65,0.0,13113.25
503067,2024-02-04,10414,2046,2,425.19,0.0,850.38
503227,2024-02-04,10112,2024,5,329.59,0.05,1565.55
503498,2024-02-04,10183,2056,1,961.43,0.15,817.22
503834,2024-02-04,10042,2055,1,4486.03,0.1,4037.43
503922,2024-02-04,10152,2024,2,329.59,0.15,560.3
504963,2024-02-04,10458,2001,2,2873.46,0.0,5746.92
500283,2024-02-05,10102,2026,2,293.54,0.1,528.37
501089,2024-02-05,10303,2050,2,2382.06,0.1,4287.71
503396,2024-02-05,10201,2044,4,1264.17,0.2,4045.34
504063,2024-02-05,10088,2054,1,2674.42,0.0,2674.42
501736,2024-02-06,10274,2016,2,2344.51,0.2,3751.22
502330,2024-02-06,10362,2024,2,329.59,0.15,560.3
502839,2024-02-06,10285,2059,3,457.8,0.0,1373.4
503890,2024-02-06,10096,2001,5,2873.46,0.05,13648.94
504455,2024-02-06,10185,2009,2,1022.26,0.0,2044.52
500927,2024-02-07,10066,2004,4,3195.85,0.05,12144.23
502631,2024-02-07,10325,2020,4,353.95,0.0,1415.8
503110,2024-02-07,10137,2043,5,1014.67,0.0,5073.35
500650,2024-02-08,10407,2033,4,501.81,0.05,1906.88
503014,2024-02-08,10120,2002,3,175.29,0.0,525.87
503425,2024-02-08,10285,2050,3,2382.06,0.05,6788.87
504807,2024-02-08,10295,2040,2,2622.65,0.0,5245.3
501139,2024-02-09,10062,2037,1,633.21,0.0,633.21
501623,2024-02-09,10336,2053,1,5717.05,0.05,5431.2
502438,2024-02-09,10062,2054,5,2674.42,0.0,13372.1
504077,2024-02-09,10409,2008,1,386.95,0.0,386.95
504782,2024-02-09,10381,2056,4,961.43,0.05,3653.43
500637,2024-02-10,10151,2044,1,1264.17,0.15,1074.54
500835,2024-02-10,10370,2009,5,1022.26,0.0,5111.3
500895,2024-02-10,10119,2049,3,886.43,0.0,2659.29
500917,2024-02-10,10036,2046,2,425.19,0.0,850.38
504263,2024-02-10,10403,2047,2,2201.3,0.05,4182.47
500304,2024-02-11,10249,2038,5,392.48,0.15,1668.04
501676,2024-02-11,10017,2018,1,1912.96,0.1,1721.66
501951,2024-02-11,10260,2048,1,842.22,0.0,842.22
502221,2024-02-11,10098,2028,1,463.82,0.0,463.82
502996,2024-02-11,10409,2001,5,2873.46,0.0,14367.3
503497,2024-02-11,10238,2039,2,592.66,0.05,1126.05
503576,2024-02-11,10142,2009,5,1022.26,0.15,4344.61
504119,2024-02-11,10359,2011,4,899.65,0.05,3418.67
504309,2024-02-11,10226,2038,1,392.48,0.1,353.23
501149,2024-02-12,10030,2001,3,2873.46,0.05,8189.36
502243,2024-02-12,10157,2010,4,383.48,0.1,1380.53
502873,2024-02-12,10150,2011,2,899.65,0.05,1709.33
504441,2024-02-12,10426,2013,3,379.72,0.0,1139.16
501510,2024-02-13,10356,2035,4,506.04,0.0,2024.16
501872,2024-02-13,10464,2018,5,1912.96,0.0,9564.8
502099,2024-02-13,10059,2047,4,2201.3,0.1,7924.68
502282,2024-02-13,10017,2043,1,1014.67,0.0,1014.67
504234,2024-02-13,10379,2032,4,937.76,0.15,3188.38
501569,2024-02-14,10332,2040,4,2622.65,0.0,10490.6
501904,2024-02-14,10379,2027,4,1508.58,0.05,5732.6
502072,2024-02-14,10044,2012,1,1148.51,0.0,1148.51
502926,2024-02-14,10288,2020,2,353.95,0.0,707.9
500325,2024-02-15,10253,2031,1,635.47,0.0,635.47
500740,2024-02-15,10137,2044,2,1264.17,0.2,2022.67
502391,2024-02-15,10021,2018,4,1912.96,0.2,6121.47
503695,2024-02-15,10425,2009,5,1022.26,0.0,5111.3
503796,2024-02-15,10306,2041,2,3146.01,0.1,5662.82
500234,2024-02-16,10048,2039,5,592.66,0.0,2963.3
501598,2024-02-16,10368,2050,4,2382.06,0.05,9051.83
504669,2024-02-16,10223,2033,3,501.81,0.05,1430.16
501058,2024-02-17,10438,2027,4,1508.58,0.0,6034.32
501410,2024-02-17,10167,2051,5,957.15,0.05,4546.46
502320,2024-02-17,10035,2010,5,383.48,0.15,1629.79
502778,2024-02-17,10328,2017,5,1145.42,0.0,5727.1
500505,2024-02-18,10044,2015,2,535.35,0.1,963.63
501639,2024-02-18,10366,2006,3,599.64,0.2,1439.14
503185,2024-02-18,10110,2036,4,861.27,0.0,3445.08
504376,2024-02-18,10324,2043,4,1014.67,0.0,4058.68
500948,2024-02-19,10068,2029,3,1516.17,0.0,4548.51
502547,2024-02-19,10143,2053,1,5717.05,0.0,5717.05
503341,2024-02-19,10312,2029,2,1516.17,0.0,3032.34
504142,2024-02-19,10486,2003,2,3232.31,0.0,6464.62
501420,2024-02-20,10224,2035,4,506.04,0.0,2024.16
501461,2024-02-20,10064,2030,3,276.46,0.0,829.38
502519,2024-02-20,10336,2032,3,937.76,0.0,2813.28
503461,2024-02-20,10307,2054,5,2674.42,0.0,13372.1
503609,2024-02-20,10097,2002,4,175.29,0.2,560.93
503765,2024-02-20,10070,2038,1,392.48,0.05,372.86
504438,2024-02-20,10346,2032,5,937.76,0.2,3751.04
500041,2024-02-21,10004,2045,1,3130.69,0.1,2817.62
501744,2024-02-21,10009,2041,2,3146.01,0.0,6292.02
504578,2024-02-21,10156,2038,3,392.48,0.1,1059.7
500159,2024-02-22,10072,2015,4,535.35,0.0,2141.4
500450,2024-02-22,10095,2023,1,1843.08,0.1,1658.77
502089,2024-02-22,10276,2047,3,2201.3,0.1,5943.51
503384,2024-02-22,10229,2060,1,927.82,0.1,835.04
503568,2024-02-22,10297,2045,4,3130.69,0.1,11270.48
504331,2024-02-22,10226,2007,2,1690.84,0.05,3212.6
501974,2024-02-23,10447,2049,4,886.43,0.0,3545.72
502217,2024-02-23,10042,2022,2,764.51,0.0,1529.02
502566,2024-02-23,10046,2030,1,276.46,0.05,262.64
502716,2024-02-23,10189,2012,5,1148.51,0.1,5168.3
502975,2024-02-23,10304,2018,3,1912.96,0.0,5738.88
502990,2024-02-23,10291,2011,3,899.65,0.1,2429.05
503229,2024-02-23,10405,2057,5,1532.24,0.0,7661.2
504258,2024-02-23,10300,2004,2,3195.85,0.0,6391.7
500752,2024-02-24,10382,2051,2,957.15,0.0,1914.3
501122,2024-02-24,10123,2047,3,2201.3,0.05,6273.7
501143,2024-02-24,10156,2017,3,1145.42,0.05,3264.45
502914,2024-02-24,10233,2004,3,3195.85,0.1,8628.8
503758,2024-02-24,10108,2041,4,3146.01,0.0,12584.04
503797,2024-02-24,10044,2014,3,1960.94,0.1,5294.54
500815,2024-02-25,10498,2002,1,175.29,0.0,175.29
501339,2024-02-25,10145,2027,2,1508.58,0.0,3017.16
503321,2024-02-25,10096,2053,5,5717.05,0.05,27155.99
504303,2024-02-25,10242,2054,1,2674.42,0.1,2406.98
504543,2024-02-25,10407,2015,3,535.35,0.1,1445.45
500530,2024-02-26,10098,2011,2,899.65,0.1,1619.37
500783,2024-02-26,10226,2025,1,1010.25,0.0,1010.25
500939,2024-02-26,10270,2005,1,1163.47,0.05,1105.3
501022,2024-02-26,10394,2005,3,1163.47,0.0,3490.41
502242,2024-02-26,10475,2027,3,1508.58,0.1,4073.17
502516,2024-02-26,10333,2044,2,1264.17,0.05,2401.92
502904,2024-02-26,10249,2011,4,899.65,0.0,3598.6
503572,2024-02-26,10272,2049,5,886.43,0.0,4432.15
500614,2024-02-27,10491,2014,2,1960.94,0.0,3921.88
502159,2024-02-27,10356,2055,2,4486.03,0.0,8972.06
503131,2024-02-27,10237,2052,4,4381.84,0.2,14021.89
503317,2024-02-27,10262,2017,2,1145.42,0.0,2290.84
503624,2024-02-27,10411,2040,5,2622.65,0.05,12457.59
504472,2024-02-27,10117,2036,5,861.27,0.1,3875.72
501591,2024-02-28,10189,2007,5,1690.84,0.1,7608.78
501885,2024-02-28,10177,2046,2,425.19,0.1,765.34
502153,2024-02-28,10062,2029,2,1516.17,0.0,3032.34
502953,2024-02-28,10105,2026,2,293.54,0.0,587.08
503276,2024-02-28,10299,2056,4,961.43,0.1,3461.15
503762,2024-02-28,10299,2056,4,961.43,0.1,3461.15
500040,2024-02-29,10368,2026,5,293.54,0.0,1467.7
500054,2024-02-29,10301,2020,2,353.95,0.05,672.5
502434,2024-02-29,10129,2014,2,1960.94,0.05,3725.79
503133,2024-02-29,10089,2003,1,3232.31,0.2,2585.85
501303,2024-03-01,10485,2039,3,592.66,0.2,1422.38
502727,2024-03-01,10416,2034,2,1653.02,0.1,2975.44
503255,2024-03-01,10286,2036,4,861.27,0.15,2928.32
503445,2024-03-01,10154,2038,4,392.48,0.2,1255.94
500872,2024-03-02,10107,2017,1,1145.42,0.0,1145.42
501231,2024-03-02,10056,2025,1,1010.25,0.0,1010.25
502299,2024-03-02,10211,2048,4,842.22,0.05,3200.44
503837,2024-03-02,10310,2011,2,899.65,0.05,1709.33
503984,2024-03-02,10336,2053,4,5717.05,0.1,20581.38
504156,2024-03-02,10155,2030,2,276.46,0.0,552.92
504800,2024-03-02,10037,2052,1,4381.84,0.2,3505.47
501310,2024-03-03,10109,2051,3,957.15,0.0,2871.45
501730,2024-03-03,10491,2022,5,764.51,0.0,3822.55
504618,2024-03-03,10105,2058,4,3587.6,0.0,14350.4
502322,2024-03-04,10086,2053,3,5717.05,0.0,17151.15
502874,2024-03-04,10099,2037,2,633.21,0.0,1266.42
503367,2024-03-04,10262,2048,5,842.22,0.05,4000.54
500474,2024-03-05,10273,2032,3,937.76,0.2,2250.62
501124,2024-03-05,10116,2050,2,2382.06,0.1,4287.71
503186,2024-03-05,10444,2050,1,2382.06,0.05,2262.96
503465,2024-03-05,10259,2042,4,629.87,0.0,2519.48
504081,2024-03-05,10418,2045,5,3130.69,0.15,13305.43
504699,2024-03-05,10484,2013,4,379.72,0.1,1366.99
501656,2024-03-06,10071,2012,1,1148.51,0.2,918.81
504988,2024-03-06,10173,2026,1,293.54,0.15,249.51
504003,2024-03-07,10380,2032,5,937.76,0.0,4688.8
504803,2024-03-07,10313,2011,1,899.65,0.0,899.65
502248,2024-03-08,10244,2028,3,463.82,0.15,1182.74
503022,2024-03-08,10475,2037,1,633.21,0.1,569.89
503915,2024-03-08,10282,2007,1,1690.84,0.1,1521.76
500257,2024-03-09,10497,2038,1,392.48,0.0,392.48
500577,2024-03-09,10384,2012,4,1148.51,0.05,4364.34
503152,2024-03-09,10399,2053,5,5717.05,0.0,28585.25
504845,2024-03-09,10003,2033,2,501.81,0.0,1003.62
504055,2024-03-10,10117,2027,4,1508.58,0.1,5430.89
504194,2024-03-10,10242,2043,3,1014.67,0.1,2739.61
504875,2024-03-10,10177,2041,2,3146.01,0.15,5348.22
502435,2024-03-11,10199,2060,4,927.82,0.1,3340.15
502749,2024-03-11,10163,2033,4,501.81,0.0,2007.24
503323,2024-03-11,10191,2042,3,629.87,0.0,1889.61
504579,2024-03-11,10397,2037,4,633.21,0.0,2532.84
504951,2024-03-11,10437,2013,2,379.72,0.0,759.44
500443,2024-03-12,10495,2045,2,3130.69,0.15,5322.17
502571,2024-03-12,10008,2021,2,1215.08,0.05,2308.65
504235,2024-03-12,10479,2037,1,633.21,0.0,633.21
504255,2024-03-12,10103,2047,3,2201.3,0.2,5283.12
504794,2024-03-12,10411,2038,1,392.48,0.0,392.48
504913,2024-03-12,10284,2017,4,1145.42,0.1,4123.51
504972,2024-03-12,10210,2040,4,2622.65,0.0,10490.6
501796,2024-03-13,10094,2005,5,1163.47,0.0,5817.35
501933,2024-03-14,10247,2042,1,629.87,0.15,535.39
502174,2024-03-14,10376,2040,2,2622.65,0.1,4720.77
502343,2024-03-14,10273,2023,4,1843.08,0.2,5897.86
502729,2024-03-14,10069,2026,3,293.54,0.05,836.59
503288,2024-03-14,10478,2003,2,3232.31,0.0,6464.62
503633,2024-03-14,10413,2055,2,4486.03,0.0,8972.06
504598,2024-03-14,10467,2010,2,383.48,0.2,613.57
504720,2024-03-14,10152,2026,2,293.54,0.0,587.08
504721,2024-03-14,10171,2025,1,1010.25,0.0,1010.25
501168,2024-03-15,10046,2050,4,2382.06,0.0,9528.24
503802,2024-03-15,10111,2042,2,629.87,0.1,1133.77
504130,2024-03-15,10058,2041,5,3146.01,0.0,15730.05
504437,2024-03-15,10039,2027,5,1508.58,0.05,7165.75
501306,2024-03-16,10226,2005,2,1163.47,0.2,1861.55
502551,2024-03-16,10474,2057,2,1532.24,0.0,3064.48
502899,2024-03-16,10335,2031,2,635.47,0.1,1143.85
503717,2024-03-16,10151,2029,5,1516.17,0.0,7580.85
504493,2024-03-16,10339,2031,3,635.47,0.15,1620.45
504506,2024-03-16,10493,2019,5,3291.33,0.0,16456.65
504984,2024-03-16,10306,2026,2,293.54,0.0,587.08
501777,2024-03-17,10487,2039,2,592.66,0.05,1126.05
501831,2024-03-17,10215,2008,1,386.95,0.05,367.6
503238,2024-03-17,10340,2016,2,2344.51,0.1,4220.12
500299,2024-03-18,10337,2039,1,592.66,0.1,533.39
501001,2024-03-18,10493,2012,3,1148.51,0.05,3273.25
501781,2024-03-18,10364,2031,1,635.47,0.2,508.38
501000,2024-03-19,10264,2054,3,2674.42,0.0,8023.26
501399,2024-03-19,10041,2014,5,1960.94,0.1,8824.23
501546,2024-03-19,10382,2040,1,2622.65,0.1,2360.39
501689,2024-03-19,10168,2025,3,1010.25,0.05,2879.21
504836,2024-03-19,10442,2033,4,501.81,0.15,1706.15
501950,2024-03-20,10302,2026,5,293.54,0.05,1394.32
502513,2024-03-20,10030,2047,5,2201.3,0.1,9905.85
500683,2024-03-21,10165,2059,2,457.8,0.1,824.04
501349,2024-03-21,10247,2030,2,276.46,0.15,469.98
504135,2024-03-21,10141,2057,4,1532.24,0.0,6128.96
500099,2024-03-22,10238,2007,3,1690.84,0.15,4311.64
500816,2024-03-22,10279,2038,5,392.48,0.0,1962.4
501272,2024-03-22,10273,2038,1,392.48,0.2,313.98
501470,2024-03-22,10076,2016,4,2344.51,0.1,8440.24
502331,2024-03-22,10001,2001,4,2873.46,0.05,10919.15
502793,2024-03-22,10131,2024,3,329.59,0.0,988.77
504328,2024-03-22,10052,2035,2,506.04,0.05,961.48
504648,2024-03-22,10323,2010,3,383.48,0.0,1150.44
504955,2024-03-22,10445,2031,4,635.47,0.1,2287.69
501771,2024-03-23,10005,2034,1,1653.02,0.05,1570.37
502024,2024-03-23,10282,2015,2,535.35,0.1,963.63
502295,2024-03-23,10062,2059,2,457.8,0.05,869.82
502406,2024-03-23,10076,2037,5,633.21,0.2,2532.84
504585,2024-03-23,10397,2045,5,3130.69,0.0,15653.45
504608,2024-03-23,10282,2021,3,1215.08,0.2,2916.19
502113,2024-03-24,10245,2046,5,425.19,0.05,2019.65
502192,2024-03-24,10019,2005,4,1163.47,0.0,4653.88
503662,2024-03-24,10147,2007,5,1690.84,0.2,6763.36
503809,2024-03-24,10410,2045,4,3130.69,0.15,10644.35
504022,2024-03-24,10098,2033,4,501.81,0.1,1806.52
504970,2024-03-24,10121,2054,1,2674.42,0.05,2540.7
501066,2024-03-25,10490,2027,2,1508.58,0.1,2715.44
501738,2024-03-25,10074,2044,3,1264.17,0.0,3792.51
504486,2024-03-25,10330,2045,4,3130.69,0.1,11270.48
501992,2024-03-26,10283,2009,1,1022.26,0.1,920.03
503335,2024-03-26,10294,2046,5,425.19,0.0,2125.95
503682,2024-03-26,10197,2027,1,1508.58,0.05,1433.15
500080,2024-03-27,10034,2029,3,1516.17,0.0,4548.51
501678,2024-03-27,10308,2046,1,425.19,0.1,382.67
502590,2024-03-27,10185,2035,2,506.04,0.0,1012.08
503433,2024-03-27,10196,2019,3,3291.33,0.1,8886.59
504416,2024-03-27,10473,2010,3,383.48,0.05,1092.92
500111,2024-03-28,10447,2044,1,1264.17,0.15,1074.54
500399,2024-03-28,10180,2049,5,886.43,0.0,4432.15
502446,2024-03-28,10377,2011,2,899.65,0.0,1799.3
502800,2024-03-28,10464,2044,2,1264.17,0.15,2149.09
503119,2024-03-28,10047,2039,1,592.66,0.0,592.66
503126,2024-03-28,10088,2019,5,3291.33,0.1,14810.99
503349,2024-03-28,10269,2047,1,2201.3,0.0,2201.3
504356,2024-03-28,10241,2031,1,635.47,0.1,571.92
500262,2024-03-29,10197,2035,1,506.04,0.0,506.04
502525,2024-03-29,10004,2015,5,535.35,0.0,2676.75
504934,2024-03-29,10176,2047,4,2201.3,0.1,7924.68
500451,2024-03-30,10257,2031,1,635.47,0.0,635.47
500842,2024-03-30,10457,2018,1,1912.96,0.1,1721.66
500871,2024-03-30,10421,2020,4,353.95,0.15,1203.43
501343,2024-03-30,10125,2060,5,927.82,0.0,4639.1
502047,2024-03-30,10130,2053,3,5717.05,0.1,15436.04
502307,2024-03-30,10154,2037,2,633.21,0.0,1266.42
503224,2024-03-30,10038,2027,3,1508.58,0.0,4525.74
500148,2024-03-31,10310,2046,2,425.19,0.2,680.3
501620,2024-03-31,10076,2033,1,501.81,0.2,401.45
502211,2024-03-31,10346,2058,1,3587.6,0.0,3587.6
502531,2024-03-31,10420,2034,4,1653.02,0.05,6281.48
502734,2024-03-31,10485,2014,3,1960.94,0.05,5588.68
504270,2024-03-31,10146,2032,2,937.76,0.15,1594.19
500791,2024-04-01,10357,2049,2,886.43,0.1,1595.57
501238,2024-04-01,10278,2032,3,937.76,0.0,2813.28
